,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
10,GO:BP,GO:0009889,regulation of biosynthetic process,9.897831811562076e-11,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",4146,93,51,21272,0.5483870967741935,0.012301013024602027,query_1,"['GO:0009058', 'GO:0019222']"
11,GO:BP,GO:1903506,regulation of nucleic acid-templated transcription,1.0059570987796626e-10,True,"""Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]",3367,93,46,21272,0.4946236559139785,0.013662013662013662,query_1,"['GO:0097659', 'GO:2001141']"
12,GO:BP,GO:2001141,regulation of RNA biosynthetic process,1.052036375805355e-10,True,"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]",3371,93,46,21272,0.4946236559139785,0.013645802432512608,query_1,"['GO:0010556', 'GO:0031326', 'GO:0032774', 'GO:0051252']"
13,GO:BP,GO:0010468,regulation of gene expression,2.1884498842437584e-10,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."" [GOC:dph, GOC:tb]",4734,93,54,21272,0.5806451612903226,0.011406844106463879,query_1,"['GO:0010467', 'GO:0060255']"
14,GO:BP,GO:2000112,regulation of cellular macromolecule biosynthetic process,2.734908260872541e-10,True,"""Any process that modulates the frequency, rate or extent of cellular macromolecule biosynthetic process."" [GOC:obol]",3766,93,48,21272,0.5161290322580645,0.012745618693574084,query_1,"['GO:0010556', 'GO:0031326', 'GO:0034645']"
15,GO:BP,GO:0051252,regulation of RNA metabolic process,3.323696112245271e-10,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3629,93,47,21272,0.5053763440860215,0.012951226233122072,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
16,GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,1.100592548874021e-09,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3904,93,48,21272,0.5161290322580645,0.012295081967213115,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
17,GO:BP,GO:0031326,regulation of cellular biosynthetic process,1.1069617870732633e-09,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]",4066,93,49,21272,0.5268817204301075,0.012051155927201181,query_1,"['GO:0009889', 'GO:0031323', 'GO:0044249']"
18,GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,3.91123720577612e-09,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",3874,93,47,21272,0.5053763440860215,0.012132163138874549,query_1,"['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']"
19,GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,5.366635719634398e-09,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",3907,93,47,21272,0.5053763440860215,0.012029690299462503,query_1,"['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']"
20,GO:BP,GO:0018130,heterocycle biosynthetic process,9.631276690032402e-09,True,"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]",3969,93,47,21272,0.5053763440860215,0.011841773746535651,query_1,"['GO:0044249', 'GO:0046483']"
21,GO:BP,GO:0019438,aromatic compound biosynthetic process,1.077030538817939e-08,True,"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]",3981,93,47,21272,0.5053763440860215,0.01180607887465461,query_1,"['GO:0006725', 'GO:0044249']"
22,GO:CC,GO:0098576,lumenal side of membrane,1.989169828148734e-08,True,"""Any side (leaflet) of a membrane that faces the lumen of an organelle."" [GOC:dos]",17,94,6,21187,0.06382978723404255,0.35294117647058826,query_1,"['GO:0031090', 'GO:0098552']"
23,KEGG,KEGG:05168,Herpes simplex virus 1 infection,2.3317915937510045e-08,True,Herpes simplex virus 1 infection,421,46,16,8359,0.34782608695652173,0.03800475059382423,query_1,['KEGG:00000']
24,GO:BP,GO:1901362,organic cyclic compound biosynthetic process,3.641034353700493e-08,True,"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]",4115,93,47,21272,0.5053763440860215,0.011421628189550425,query_1,"['GO:1901360', 'GO:1901576']"
25,GO:BP,GO:0010467,gene expression,4.879758772162665e-08,True,"""The process in which a gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."" [GOC:dph, GOC:tb]",5752,93,56,21272,0.6021505376344086,0.009735744089012517,query_1,['GO:0043170']
26,GO:BP,GO:0080090,regulation of primary metabolic process,5.991004684884987e-08,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5972,93,57,21272,0.6129032258064516,0.009544541192230409,query_1,"['GO:0019222', 'GO:0044238']"
27,GO:CC,GO:0005634,nucleus,6.463637410337082e-08,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",7002,94,61,21187,0.648936170212766,0.008711796629534418,query_1,['GO:0043231']
28,GO:MF,GO:1901363,heterocyclic compound binding,6.540860481235721e-08,True,"""Interacting selectively and non-covalently with heterocyclic compound."" [GOC:TermGenie]",5816,95,56,21090,0.5894736842105263,0.009628610729023384,query_1,['GO:0005488']
29,GO:BP,GO:0060255,regulation of macromolecule metabolic process,7.591419167347103e-08,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6399,93,59,21272,0.6344086021505376,0.00922019065478981,query_1,"['GO:0019222', 'GO:0043170']"
30,GO:MF,GO:0140110,transcription regulator activity,7.924739474012379e-08,True,"""A molecular function that controls the rate, timing and/or magnitude of transcription of genetic information. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",1468,95,27,21090,0.28421052631578947,0.018392370572207085,query_1,['GO:0003674']
31,GO:BP,GO:0016070,RNA metabolic process,9.19633480326722e-08,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",4390,93,48,21272,0.5161290322580645,0.010933940774487472,query_1,['GO:0090304']
32,GO:BP,GO:0019222,regulation of metabolic process,1.0729202976878607e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",6856,93,61,21272,0.6559139784946236,0.008897316219369894,query_1,"['GO:0008152', 'GO:0050789']"
33,GO:BP,GO:0044271,cellular nitrogen compound biosynthetic process,1.3450978081574704e-07,True,"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]",4608,93,49,21272,0.5268817204301075,0.010633680555555556,query_1,"['GO:0034641', 'GO:0044249']"
34,GO:MF,GO:0097159,organic cyclic compound binding,1.359800093914437e-07,True,"""Interacting selectively and non-covalently with an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure."" [GOC:sjw, PMID:7583672]",5919,95,56,21090,0.5894736842105263,0.009461057611082953,query_1,['GO:0005488']
35,GO:BP,GO:0034645,cellular macromolecule biosynthetic process,1.5191690621810598e-07,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells."" [GOC:mah]",4623,93,49,21272,0.5268817204301075,0.010599178022928835,query_1,"['GO:0009059', 'GO:0044249', 'GO:0044260']"
36,GO:CC,GO:0042612,MHC class I protein complex,1.7997491421802176e-07,True,"""A transmembrane protein complex composed of a MHC class I alpha chain and an invariant beta2-microglobin chain, and with or without a bound peptide antigen. Class I here refers to classical class I molecules."" [GOC:add, GOC:jl, ISBN:0120781859, ISBN:0781735149]",11,94,5,21187,0.05319148936170213,0.45454545454545453,query_1,['GO:0042611']
37,GO:BP,GO:0031323,regulation of cellular metabolic process,2.216150596758549e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]",6155,93,57,21272,0.6129032258064516,0.00926076360682372,query_1,"['GO:0019222', 'GO:0044237', 'GO:0050794']"
38,GO:CC,GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane,3.074485328046895e-07,True,"""The component of the endoplasmic reticulum membrane consisting of the gene products that penetrate only the lumenal side of the membrane."" [GOC:dos, GOC:mah]",12,94,5,21187,0.05319148936170213,0.4166666666666667,query_1,"['GO:0030176', 'GO:0098553']"
39,GO:CC,GO:0098553,lumenal side of endoplasmic reticulum membrane,3.074485328046895e-07,True,"""The side (leaflet) of the plasma membrane that faces the lumen."" [GOC:ab, GOC:dos]",12,94,5,21187,0.05319148936170213,0.4166666666666667,query_1,"['GO:0005789', 'GO:0098576']"
40,GO:BP,GO:0051171,regulation of nitrogen compound metabolic process,3.0925080606071744e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",5814,93,55,21272,0.5913978494623656,0.009459924320605434,query_1,"['GO:0006807', 'GO:0019222']"
41,GO:MF,GO:0030881,beta-2-microglobulin binding,3.55638601925681e-07,True,"""Interacting selectively and non-covalently with beta-2-microglobulin."" [GOC:mah]",11,95,5,21090,0.05263157894736842,0.45454545454545453,query_1,['GO:0005515']
42,GO:BP,GO:0009059,macromolecule biosynthetic process,4.716311308039489e-07,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",4766,93,49,21272,0.5268817204301075,0.010281158203944608,query_1,"['GO:0043170', 'GO:1901576']"
43,GO:CC,GO:0043229,intracellular organelle,5.618743269042212e-07,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",12220,94,81,21187,0.8617021276595744,0.0066284779050736495,query_1,"['GO:0005622', 'GO:0043226']"
44,GO:CC,GO:0043226,organelle,8.081012945693414e-07,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",12582,94,82,21187,0.8723404255319149,0.0065172468605945,query_1,['GO:0110165']
45,GO:CC,GO:0043227,membrane-bounded organelle,1.0933339118789678e-06,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",11238,94,77,21187,0.8191489361702128,0.0068517529809574654,query_1,['GO:0043226']
46,GO:MF,GO:0043565,sequence-specific DNA binding,1.2797769659979937e-06,True,"""Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",1208,95,23,21090,0.24210526315789474,0.01903973509933775,query_1,['GO:0003677']
47,GO:MF,GO:0042608,T cell receptor binding,2.2789505803047527e-06,True,"""Interacting selectively and non-covalently with a T cell receptor, the antigen-recognizing receptor on the surface of T cells."" [GOC:jl]",15,95,5,21090,0.05263157894736842,0.3333333333333333,query_1,"['GO:0005102', 'GO:0044877']"
48,GO:MF,GO:0005488,binding,3.4174253970379007e-06,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",15034,95,90,21090,0.9473684210526315,0.005986430756950911,query_1,['GO:0003674']
49,GO:BP,GO:0090304,nucleic acid metabolic process,4.055892504487744e-06,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",4875,93,48,21272,0.5161290322580645,0.009846153846153846,query_1,"['GO:0006139', 'GO:0043170']"
50,GO:MF,GO:0042605,peptide antigen binding,8.699590244188535e-06,True,"""Interacting selectively and non-covalently with an antigen peptide."" [GOC:add, GOC:jl, GOC:rv]",19,95,5,21090,0.05263157894736842,0.2631578947368421,query_1,"['GO:0003823', 'GO:0042277']"
51,GO:CC,GO:0042611,MHC protein complex,1.2568261450210859e-05,True,"""A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen."" [GOC:add, GOC:jl, ISBN:0781735149, PMID:15928678, PMID:16153240]",23,94,5,21187,0.05319148936170213,0.21739130434782608,query_1,['GO:0098797']
52,GO:BP,GO:0009058,biosynthetic process,1.2688318409875863e-05,True,"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]",5785,93,52,21272,0.5591397849462365,0.008988764044943821,query_1,['GO:0008152']
53,GO:MF,GO:0062061,TAP complex binding,2.2566577646186056e-05,True,"""Interacting selectively and non-covalently with a TAP complex."" [PMID:17947644]",9,95,4,21090,0.042105263157894736,0.4444444444444444,query_1,['GO:0044877']
54,GO:MF,GO:0005044,scavenger receptor activity,2.3738914594030957e-05,True,"""Combining with any modified low-density lipoprotein (LDL) or other polyanionic ligand and delivering the ligand into the cell via endocytosis. Ligands include acetylated and oxidized LDL, Gram-positive and Gram-negative bacteria, apoptotic cells, amyloid-beta fibrils, and advanced glycation end products (AGEs)."" [GOC:bf, PMID:11790542, PMID:12379907, PMID:12621157, PMID:20981357]",45,95,6,21090,0.06315789473684211,0.13333333333333333,query_1,['GO:0038024']
55,GO:CC,GO:0005622,intracellular,2.7780470111607654e-05,True,"""The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",13902,94,84,21187,0.8936170212765957,0.006042296072507553,query_1,['GO:0005575']
56,GO:BP,GO:0006366,transcription by RNA polymerase II,3.701371191440925e-05,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",1990,93,28,21272,0.3010752688172043,0.01407035175879397,query_1,['GO:0006351']
57,GO:BP,GO:0044249,cellular biosynthetic process,4.126612344384368e-05,True,"""The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:jl]",5587,93,50,21272,0.5376344086021505,0.008949346697691068,query_1,"['GO:0009058', 'GO:0044237']"
58,GO:MF,GO:0046977,TAP binding,5.8695772114250004e-05,True,"""Interacting selectively and non-covalently with TAP protein, transporter associated with antigen processing protein. TAP protein is a heterodimeric peptide transporter consisting of the subunits TAP1 and TAP2."" [PMID:11133832]",11,95,4,21090,0.042105263157894736,0.36363636363636365,query_1,['GO:0005515']
59,GO:MF,GO:0042610,CD8 receptor binding,5.8695772114250004e-05,True,"""Interacting selectively and non-covalently with a CD8, a receptor found on the surface of thymocytes and cytotoxic and suppressor T-lymphocytes."" [GOC:jl, MSH:D016827]",11,95,4,21090,0.042105263157894736,0.36363636363636365,query_1,['GO:0005102']
60,GO:BP,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,7.25897408755612e-05,True,"""The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class I protein complex. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15224092, PMID:15771591]",21,93,5,21272,0.053763440860215055,0.23809523809523808,query_1,['GO:0048002']
61,GO:BP,GO:1901576,organic substance biosynthetic process,7.809351562731107e-05,True,"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]",5689,93,50,21272,0.5376344086021505,0.008788890841975743,query_1,"['GO:0009058', 'GO:0071704']"
62,GO:CC,GO:0030666,endocytic vesicle membrane,8.416767096143593e-05,True,"""The lipid bilayer surrounding an endocytic vesicle."" [GOC:mah]",62,94,6,21187,0.06382978723404255,0.0967741935483871,query_1,"['GO:0030139', 'GO:0030659', 'GO:0098588', 'GO:0098805']"
63,GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,8.618454022651153e-05,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",1934,93,27,21272,0.2903225806451613,0.013960703205791106,query_1,"['GO:0006355', 'GO:0006366']"
64,GO:CC,GO:0042824,MHC class I peptide loading complex,9.059573926732189e-05,True,"""A large, multisubunit complex which consists of the MHC class I-beta 2 microglobulin dimer, the transporter associated with antigen presentation (TAP), tapasin (an MHC-encoded membrane protein), the chaperone calreticulin and the thiol oxidoreductase ERp57. Functions in the assembly of peptides with newly synthesized MHC class I molecules."" [GOC:jl, PMID:10631934]",14,94,4,21187,0.0425531914893617,0.2857142857142857,query_1,"['GO:0005783', 'GO:0030176', 'GO:0098796']"
65,GO:BP,GO:0006139,nucleobase-containing compound metabolic process,9.406291278327569e-05,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",5340,93,48,21272,0.5161290322580645,0.008988764044943821,query_1,"['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']"
66,GO:BP,GO:0046483,heterocycle metabolic process,0.00021803977808968272,True,"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]",5476,93,48,21272,0.5161290322580645,0.008765522279035792,query_1,['GO:0044237']
67,GO:BP,GO:0044260,cellular macromolecule metabolic process,0.00029921218373213024,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, as carried out by individual cells."" [GOC:mah]",7980,93,60,21272,0.6451612903225806,0.007518796992481203,query_1,"['GO:0043170', 'GO:0044237']"
68,KEGG,KEGG:05416,Viral myocarditis,0.000321769002338237,True,Viral myocarditis,80,46,6,8359,0.13043478260869565,0.075,query_1,['KEGG:00000']
69,GO:BP,GO:0006725,cellular aromatic compound metabolic process,0.00033775909469737443,True,"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]",5549,93,48,21272,0.5161290322580645,0.008650207244548567,query_1,['GO:0044237']
70,GO:MF,GO:0038024,cargo receptor activity,0.00034909138729100655,True,"""Binding specifically to a substance (cargo) to deliver it to a transport vesicle. Cargo receptors span a membrane (either the plasma membrane or a vesicle membrane), binding simultaneously to cargo molecules and coat adaptors, to efficiently recruit soluble proteins to nascent vesicles."" [PMID:15239958, PMID:27903609]",70,95,6,21090,0.06315789473684211,0.08571428571428572,query_1,['GO:0003674']
71,GO:CC,GO:0030139,endocytic vesicle,0.0004217006063605325,True,"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]",184,94,8,21187,0.0851063829787234,0.043478260869565216,query_1,['GO:0031410']
72,GO:CC,GO:0030670,phagocytic vesicle membrane,0.0004723771250739444,True,"""The lipid bilayer surrounding a phagocytic vesicle."" [GOC:mah]",46,94,5,21187,0.05319148936170213,0.10869565217391304,query_1,"['GO:0030666', 'GO:0045335']"
73,GO:CC,GO:0043231,intracellular membrane-bounded organelle,0.0005104259860945517,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",10495,94,69,21187,0.7340425531914894,0.006574559313959028,query_1,"['GO:0043227', 'GO:0043229']"
74,GO:BP,GO:0043170,macromolecule metabolic process,0.0005522552836472678,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",9468,93,66,21272,0.7096774193548387,0.00697084917617237,query_1,['GO:0071704']
75,KEGG,KEGG:05332,Graft-versus-host disease,0.0008385790911034284,True,Graft-versus-host disease,55,46,5,8359,0.10869565217391304,0.09090909090909091,query_1,['KEGG:00000']
76,KEGG,KEGG:05330,Allograft rejection,0.0008385790911034284,True,Allograft rejection,55,46,5,8359,0.10869565217391304,0.09090909090909091,query_1,['KEGG:00000']
77,GO:BP,GO:0034641,cellular nitrogen compound metabolic process,0.0008518324130609507,True,"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]",6099,93,50,21272,0.5376344086021505,0.008198065256599442,query_1,"['GO:0006807', 'GO:0044237']"
78,GO:BP,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,0.0009490751047033718,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class Ib protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E gene family."" [GOC:add, PMID:15928678]",34,93,5,21272,0.053763440860215055,0.14705882352941177,query_1,"['GO:0002428', 'GO:0002483']"
79,GO:BP,GO:1901360,organic cyclic compound metabolic process,0.0010693118746258122,True,"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]",5749,93,48,21272,0.5161290322580645,0.008349278135327882,query_1,['GO:0071704']
80,GO:BP,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,0.001103442851299917,True,"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC class Ib protein complex on its cell surface. The peptide antigen may originate from an endogenous or exogenous protein. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E family."" [GOC:add, PMID:15928678]",35,93,5,21272,0.053763440860215055,0.14285714285714285,query_1,"['GO:0002475', 'GO:0048002']"
81,GO:BP,GO:0002475,antigen processing and presentation via MHC class Ib,0.0014714571589037261,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC class Ib protein complex. Class Ib here refers to non-classical class I molecules, such as those of the CD1 or HLA-E gene families."" [GOC:add, PMID:15928678, PMID:15928680]",37,93,5,21272,0.053763440860215055,0.13513513513513514,query_1,['GO:0019882']
82,KEGG,KEGG:04940,Type I diabetes mellitus,0.0015158083281011073,True,Type I diabetes mellitus,62,46,5,8359,0.10869565217391304,0.08064516129032258,query_1,['KEGG:00000']
83,GO:CC,GO:0045335,phagocytic vesicle,0.0015990618391962777,True,"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]",102,94,6,21187,0.06382978723404255,0.058823529411764705,query_1,['GO:0030139']
